num_success,num_failed,num_failed_phrase,part_success,part_success2,score_success1,score_success2,reaction_name,reaction_class,secondary_level,rank_score,rank_statement
53400,5012,5050,0.9141957132096145,0.913601368691189,48818.05108539341,48786.31308810949,[N-acylation to amide] Carboxylic acid + amine condensation,2.1.2,2.1,6,excellent
5487,388,396,0.9339574468085107,0.9326874043855176,5124.6245106382985,5117.655787863335,[O-sulfonylation] Sulfonic ester Schotten-Baumann,2.7.2,2.7,6,excellent
247,265,265,0.482421875,0.482421875,119.158203125,119.158203125,[Halogenation] Fluorination,10.1.3,10.1,1,poor
12883,1641,1658,0.8870145965298816,0.8859775806340692,11427.409047094465,11414.049171308714,[O-substitution] Williamson ether synthesis,1.7.9,1.7,5,good
6229,1083,1112,0.8518873085339168,0.8485219997275576,5306.4060448577675,5285.443536302956,[Halogenation] Bromination,10.1.1,10.1,5,good
279,11,11,0.9620689655172414,0.9620689655172414,268.4172413793104,268.4172413793104,[NH deprotections] N-TFA deprotection,6.1.8,6.1,4,good
93619,21136,21462,0.8158163043004663,0.8135052702009888,76375.90659230536,76159.54989094638,undefined,0.0,0.0,5,good
2563,924,934,0.7350157728706624,0.7329139262224764,1883.8454258675079,1878.458392908207,[Halogenation] Iodination,10.1.4,10.1,3,mediocre
729,77,78,0.9044665012406948,0.9033457249070632,659.3560794044665,658.539033457249,[O-substitution] Pinner reaction,1.7.18,1.7,5,good
7817,1238,1247,0.8632799558255108,0.8624227714033539,6748.259414688017,6741.558804060017,[N-sulfonylation] Sulfonamide Schotten-Baumann,2.2.3,2.2,5,good
9290,437,438,0.9550735067338336,0.9549753289473685,8872.632877557315,8871.720805921053,[RCO2H deprotections] CO2H-Et deprotection,6.2.1,6.2,6,excellent
8136,503,513,0.9417756684801482,0.9406867845993756,7662.286838754485,7653.42767950052,[Nitro to amine reduction] Nitro to amino,7.1.1,7.1,6,excellent
38171,2191,2230,0.9457162677766215,0.9448033464518205,36098.93565730142,36064.08853741244,[NH deprotections] N-Boc deprotection,6.1.1,6.1,6,excellent
411,229,229,0.6421875,0.6421875,263.93906250000003,263.93906250000003,[Other functional group interconversion] Chloro to cyano,9.7.41,9.7,2,poor
8550,4956,4969,0.6330519768991559,0.6324432280494119,5412.594402487784,5407.389599822472,[N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,1.3.1,1.3,4,good
737,240,240,0.7543500511770727,0.7543500511770727,555.9559877175026,555.9559877175026," [O-containing heterocycle formation] 1,2,4-Oxadiazole synthesis ",4.2.2,4.2,4,good
242,77,77,0.7586206896551724,0.7586206896551724,183.58620689655172,183.58620689655172,[Other functional group interconversion] Pyridine N-oxide to chloropyridine,9.7.374,9.7,3,mediocre
2204,306,308,0.8780876494023905,0.8773885350318471,1935.3051792828687,1933.7643312101911,[Other functional group interconversion] Carboxy ester to carbamoyl,9.7.128,9.7,4,good
27319,3904,3922,0.8749639688691029,0.8744598444351973,23903.140665535022,23889.368490125154,[N-arylation with Ar-X] Chloro N-arylation,1.3.7,1.3,5,good
1982,126,131,0.9402277039848197,0.9380028395646001,1863.5313092979127,1859.1216280170374,[Carbamate/carbonate formation] Carbamate Schotten-Baumann,2.4.5,2.4,5,good
2731,588,591,0.8228382042783972,0.8220951234196268,2247.1711358843027,2245.141782059001,[Reductive amination] Alcohol + amine condensation,1.2.9,1.2,4,good
3206,218,222,0.9363317757009346,0.9352392065344224,3001.8796728971965,2998.3768961493583,[Nitro to amine reduction] Bechamp reduction,7.1.3,7.1,5,good
72,19,19,0.7912087912087912,0.7912087912087912,56.967032967032964,56.967032967032964,[NH deprotections] N-Alloc deprotection,6.1.25,6.1,3,mediocre
1598,98,99,0.9422169811320755,0.9416617560400707,1505.6627358490566,1504.775486152033,[Acid to acid chloride] Carboxylic acid to acid chloride,9.3.1,9.3,5,good
101,3,3,0.9711538461538461,0.9711538461538461,98.08653846153847,98.08653846153847,[Other functional group interconversion] Hydroxylamine hydrolysis,9.7.369,9.7,4,good
25948,4617,4630,0.8489448715851464,0.8485839492445549,22028.42152789138,22019.05631499771,[Suzuki coupling] Bromo Suzuki coupling,3.1.1,3.1,5,good
4141,651,658,0.8641485809682805,0.8628881016878517,3578.4392737896496,3573.219629089394,[N-substitution with alkyl-X] Iodo N-methylation,1.1.3,1.1,4,good
203,14,14,0.9354838709677419,0.9354838709677419,189.90322580645162,189.90322580645162,[Other functional group addition] Upjohn dihydroxylation,10.4.11,10.4,4,good
323,28,28,0.9202279202279202,0.9202279202279202,297.23361823361824,297.23361823361824,[Other functional group addition] Alkene hydration,10.4.3,10.4,4,good
2213,168,172,0.9294414111717766,0.9278825995807128,2056.8538429231417,2053.4041928721176,[O-substitution] Methyl esterification,1.7.6,1.7,5,good
3730,1421,1424,0.7241312366530771,0.723709740007761,2701.0095127159775,2699.4373302289487,[Other functional group interconversion] Bromo Miyaura boration,9.7.20,9.7,3,mediocre
518,33,36,0.9401088929219601,0.9350180505415162,486.9764065335753,484.3393501805054,[N-sulfonylation] Sulfonamide + alcohol reaction,2.2.5,2.2,5,good
1315,76,77,0.9453630481667865,0.944683908045977,1243.1524083393242,1242.2593390804598,[Other reductions] Aldehyde to alcohol reduction,7.9.1,7.9,5,good
7998,1580,1586,0.835038630194195,0.8345158597662772,6678.638964293172,6674.457846410685,[N-arylation with Ar-X] Fluoro N-arylation,1.3.8,1.3,5,good
457,17,17,0.9641350210970464,0.9641350210970464,440.6097046413502,440.6097046413502,[Other functional group interconversion] Oxo to thioxo,9.7.93,9.7,4,good
3286,401,405,0.8912394901003526,0.8902736385803305,2928.612964469759,2925.439176374966,[Alcohol to halide] Hydroxy to chloro,9.1.6,9.1,4,good
521,110,112,0.8256735340729001,0.8230647709320695,430.17591125198095,428.8167456556082,[Other C-C bond formation] Keto alpha-arylation,3.11.86,3.11,4,good
12071,2504,2511,0.8281989708404802,0.82780139898505,9997.189777015437,9992.390687148538,[Heteroaryl N-alkylation] Bromo N-alkylation,1.6.2,1.6,5,good
2248,176,178,0.9273927392739274,0.9266281945589447,2084.778877887789,2083.060181368508,[O-acylation to ester] Esterification,2.6.2,2.6,5,good
5728,279,292,0.9535541867820876,0.9514950166112957,5461.958381887797,5450.163455149502,[Resolution] Separation,11.9,11.9,6,excellent
1838,744,749,0.7118512780790085,0.7104754541940471,1308.3826491092177,1305.8538848086587,[Sonogashira reaction] Bromo Sonogashira coupling,3.3.2,3.3,3,mediocre
5753,1996,2005,0.742418376564718,0.7415571023459655,4271.132920376823,4266.178009796339,[N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,1.3.2,1.3,4,good
12663,1691,1702,0.8821931169012122,0.8815175774451792,11171.21143932005,11162.657083188304,[Reductive amination] Aldehyde reductive amination,1.2.1,1.2,5,good
939,136,137,0.8734883720930232,0.8726765799256505,820.2055813953488,819.4433085501859,[Grignard reaction] Bromo Grignard reaction,3.7.2,3.7,4,good
412,52,55,0.8879310344827587,0.8822269807280514,365.82758620689657,363.47751605995717,[Dehydration] Alcohol elimination,9.5.4,9.5,3,mediocre
1876,293,298,0.8649147072383587,0.8629254829806807,1622.5799907791609,1618.848206071757,[N-containing heterocycle formation] Benzimidazole synthesis,4.1.45,4.1,4,good
2646,283,288,0.903379993171731,0.901840490797546,2390.3434619324003,2386.269938650307,[Other functional group interconversion] Carboxy to carbamoyl,9.7.33,9.7,5,good
1661,311,311,0.842292089249493,0.842292089249493,1399.0471602434077,1399.0471602434077,[Reductive amination] Alkylimino-de-oxo-bisubstitution,1.2.3,1.2,4,good
173,0,0,1.0,1.0,173.0,173.0,[Other functional group interconversion] Cyano to thiocarbamoyl,9.7.58,9.7,4,good
3781,386,387,0.9073674106071514,0.9071497120921305,3430.7561795056395,3429.9330614203454,[Alkene to alkane] Alkene hydrogenation,7.6.1,7.6,5,good
3843,484,487,0.8881442107695863,0.8875288683602771,3413.13820198752,3410.773441108545,[O-substitution] Mitsunobu aryl ether synthesis,1.7.7,1.7,4,good
3240,289,292,0.9181071124964579,0.9173272933182333,2974.6670444885235,2972.140430351076,[ROH deprotections] O-Bn deprotection,6.3.1,6.3,5,good
20143,137,155,0.9932445759368836,0.9923637796827274,20006.92549309665,19989.183614149177,[Resolution] Purification,11.6,11.6,6,excellent
1112,1323,1328,0.4566735112936345,0.4557377049180328,507.82094455852155,506.78032786885245,[N-arylation with Ar-X] Iodo N-arylation,1.3.9,1.3,2,poor
1798,134,135,0.9306418219461697,0.9301603724780134,1673.2939958592133,1672.4283497154681,[Other reductions] Carboxylic acid to alcohol reduction,7.9.2,7.9,5,good
8547,2164,2178,0.7979647091774811,0.796923076923077,6820.204369339931,6811.301538461539,[Suzuki coupling] Chloro Suzuki coupling,3.1.2,3.1,5,good
614,70,70,0.8976608187134503,0.8976608187134503,551.1637426900585,551.1637426900585,[Heck reaction] Bromo Heck reaction,3.2.1,3.2,4,good
556,168,168,0.7679558011049724,0.7679558011049724,426.98342541436466,426.98342541436466,[Reductive amination] Amino conjugate addition,1.2.16,1.2,4,good
4047,4292,4304,0.48530998920733903,0.4846126212429649,1964.049526322101,1961.2272781702789,[N-arylation with Ar-X] Bromo N-arylation,1.3.6,1.3,2,poor
398,104,105,0.7928286852589641,0.7912524850894632,315.54581673306774,314.91848906560637,[Other C-C bond formation] Aldol condensation,3.11.2,3.11,3,mediocre
450,55,56,0.8910891089108911,0.8893280632411067,400.990099009901,400.197628458498,[Other functional group interconversion] Bromo to pinacolatoboranyl,9.7.32,9.7,3,mediocre
10842,3691,3709,0.7460262850065369,0.7451034293175727,8088.416982040873,8078.411380661123,[O-substitution] SNAr ether synthesis,1.7.11,1.7,4,good
721,74,74,0.9069182389937107,0.9069182389937107,653.8880503144654,653.8880503144654,[Other organometallic C-C bond formation] Weinreb ketone synthesis,3.9.13,3.9,5,good
102,16,16,0.864406779661017,0.864406779661017,88.16949152542374,88.16949152542374,[Other organometallic C-C bond formation] Bromo ketone Barbier reaction,3.9.2,3.9,3,mediocre
243,12,12,0.9529411764705882,0.9529411764705882,231.56470588235294,231.56470588235294,[O-substitution] Epoxide + alcohol coupling,1.7.17,1.7,4,good
443,94,94,0.8249534450651769,0.8249534450651769,365.45437616387335,365.45437616387335,[NH deprotections] N-DMOB deprotection,6.1.23,6.1,3,mediocre
835,35,35,0.9597701149425287,0.9597701149425287,801.4080459770115,801.4080459770115,[ROH deprotections] O-Ac deprotection,6.3.6,6.3,5,good
571,57,58,0.9092356687898089,0.9077901430842608,519.1735668789809,518.3481717011128,[RCO2H protections] CO2H-tBu protection,5.2.1,5.2,5,good
538,28,28,0.950530035335689,0.950530035335689,511.3851590106007,511.3851590106007,[S-containing heterocycle formation] Benzothiazole synthesis,4.3.9,4.3,5,good
3370,707,712,0.8265881775815551,0.8255756981871631,2785.6021584498408,2782.1901028907396,[Reductive amination] Ketone reductive amination,1.2.5,1.2,4,good
86,62,63,0.581081081081081,0.5771812080536913,49.97297297297297,49.63758389261746,[Nitrile to acid] Cyano to carboxy,9.4.1,9.4,1,poor
15577,887,892,0.9461248785228377,0.9458376343433117,14737.787232750243,14733.312830165767,[RCO2H deprotections] CO2H-Me deprotection,6.2.2,6.2,6,excellent
79,63,63,0.5563380281690141,0.5563380281690141,43.95070422535211,43.95070422535211,[Other C-C bond formation] Gilman type conjugate addition,3.11.89,3.11,1,poor
1778,341,342,0.8390750353940538,0.8386792452830188,1491.8754129306276,1491.1716981132074,[Other C-C bond formation] Keto alpha-alkylation,3.11.91,3.11,4,good
